Series,N,Mean (m),Vol (m),Sharpe (2% rf),Ann Return,Ann Vol,Skew,Kurtosis,Max DD
Strategy (net),252,-0.001744180150453531,0.03414512212630058,-0.3445078535064072,-0.020730541725081153,0.11828217270679371,-2.2828614525469564,16.966868852111567,-0.6127903424576189
US Market,252,0.00937142857142856,0.04385656784303775,0.6097680851365618,0.1184384484403116,0.15192360749946557,-0.5530199561232789,1.403071971455022,-0.5030641442636924
