date,turnover
2019-04-30,0.2974854923549791
2019-05-31,0.37629872435495687
2019-06-30,0.36073440523388245
2019-07-31,0.3068217502474184
2019-08-31,0.3422392170804142
2019-09-30,0.2584891938289446
2019-10-31,0.2971503774938128
2019-11-30,0.35772054829579647
2019-12-31,0.3843849440372138
2020-01-31,0.2973152014876393
2020-02-29,0.3762110709558517
2020-03-31,0.28297172918945374
2020-04-30,0.46624461644375537
2020-05-31,0.25643916646317777
2020-06-30,0.29518047172500367
2020-07-31,0.2095599419332759
2020-08-31,0.2187715498012851
2020-09-30,0.2902404662898989
2020-10-31,0.23391821652011077
2020-11-30,0.27959815236933594
2020-12-31,0.26699513552659054
2021-01-31,0.183865507312534
2021-02-28,0.29916513969515
2021-03-31,0.36516046933816765
2021-04-30,0.5600268811911506
2021-05-31,0.25366162772605366
2021-06-30,0.22118784445691902
2021-07-31,0.221345074002686
2021-08-31,0.25601313172978096
2021-09-30,0.27572724121358405
2021-10-31,0.26593729344066386
2021-11-30,0.30350581283081834
2021-12-31,0.4211166808594949
2022-01-31,0.30316371509734064
2022-02-28,0.40309205553282845
2022-03-31,0.40974113931854494
2022-04-30,0.3429577165871748
2022-05-31,0.31310001983276653
2022-06-30,0.281321131687031
2022-07-31,0.2533300455946579
2022-08-31,0.2520735137424689
2022-09-30,0.20481925048765698
2022-10-31,0.17322757517296028
2022-11-30,0.27259563412121823
2022-12-31,0.19587442466774163
2023-01-31,0.2768517318431851
2023-02-28,0.35186900048781306
2023-03-31,0.3553738244569492
2023-04-30,0.3804130272604562
2023-05-31,0.2694083710704419
2023-06-30,0.3768850626345215
2023-07-31,0.3170506045265494
2023-08-31,0.3036682893385524
2023-09-30,0.3114510072623815
2023-10-31,0.23476419501078388
2023-11-30,0.3106795022735164
2023-12-31,0.29691566220881915
2024-01-31,0.2892999814894286
2024-02-29,0.3245212932392318
2024-03-31,0.265951314912369
2024-04-30,0.3156953448899045
2024-05-31,0.28003004870838855
2024-06-30,0.3319428169005913
2024-07-31,0.23709956937325466
2024-08-31,0.304203477176484
2024-09-30,0.2620111332221592
2024-10-31,0.23839016555652398
2024-11-30,0.3687413574640327
2024-12-31,0.27483605354809176
