date,strategy_net
2018-09-30,0.003424219218773033
2018-10-31,-0.023434126147404644
2018-11-30,-0.00623004863883429
2018-12-31,0.015561226139212703
2019-01-31,-0.04471532595696135
2019-02-28,-0.005149572264505848
2019-03-31,0.014569229106619067
2019-04-30,-0.023739221295920397
2019-05-31,0.0474389937855634
2019-06-30,-0.04809853633451176
2019-07-31,-0.0003846406344680235
2019-08-31,0.07310998635310768
2019-09-30,-0.050666480136843085
2019-10-31,-0.007535692989769726
2019-11-30,-0.016296335094834566
2019-12-31,-0.02324403974515669
2020-01-31,0.023199447142376345
2020-02-29,0.019574858392204627
2020-03-31,0.12496539760977049
2020-04-30,-0.08527275701308694
2020-05-31,0.02823843676118481
2020-06-30,-0.025613920616138434
2020-07-31,0.03661198466169957
2020-08-31,-0.015763978684274527
2020-09-30,0.013732487505749784
2020-10-31,-0.0005149904942158506
2020-11-30,-0.11759301227465857
2020-12-31,-0.01610021608590789
2021-01-31,-0.012054846619191522
2021-02-28,-0.05649717771646337
2021-03-31,-0.03126539916122334
2021-04-30,0.009807672875534702
2021-05-31,0.005115866940025988
2021-06-30,-0.02532409146525958
2021-07-31,-0.007625450388134924
2021-08-31,0.014738157181478173
2021-09-30,0.004037580600773295
2021-10-31,0.026323036371414994
2021-11-30,-0.0018253396678551417
2021-12-31,-0.02931413403837901
2022-01-31,-0.011794141776672143
2022-02-28,0.020318282155919073
2022-03-31,0.031347931387235926
2022-04-30,0.008589925453064227
2022-05-31,0.02406333917484157
2022-06-30,0.012315424108959933
2022-07-31,-0.0405404943448012
2022-08-31,0.02947510251663445
2022-09-30,0.025078755658402764
2022-10-31,0.03446374339798859
2022-11-30,-0.04888645518372945
2022-12-31,0.014204780495200929
2023-01-31,-0.08884469814231116
2023-02-28,0.002893185979722675
2023-03-31,-0.0046322443770388565
2023-04-30,0.011364818260114509
2023-05-31,0.011273466466412122
2023-06-30,-0.004266059502867668
2023-07-31,-0.036237240521760715
2023-08-31,0.017368693158350886
2023-09-30,-0.0007635597845580774
2023-10-31,0.015734166493512756
2023-11-30,0.008167498841007344
2023-12-31,-0.0336635288781921
2024-01-31,0.03334298661449829
2024-02-29,0.035713139979959244
2024-03-31,-0.010094853974112304
2024-04-30,0.0050274382259763405
2024-05-31,0.013005664540671005
2024-06-30,0.018290256236700678
2024-07-31,-0.026459074846618573
2024-08-31,0.024069140932281036
2024-09-30,0.0009726084643459263
2024-10-31,0.007157632018112898
2024-11-30,0.02763036855084074
2024-12-31,-0.010565349965127879
