date,strategy
2018-10-31,-0.04635203247272422
2018-11-30,-0.011599355065722232
2018-12-31,0.031856025740526164
2019-01-31,-0.0888614263241887
2019-02-28,-0.0096360403181736
2019-03-31,0.02977995194269918
2019-04-30,-0.046883471607130835
2019-05-31,0.0956305850198367
2019-06-30,-0.09547560385855576
2019-07-31,-0.0001556377684412101
2019-08-31,0.1469044511403762
2019-09-30,-0.10081598188602828
2019-10-31,-0.014477085224551827
2019-11-30,-0.03187722909307754
2019-12-31,-0.04571930960223895
2020-01-31,0.04699352468772797
2020-02-29,0.039902138926320954
2020-03-31,0.2504967386779199
2020-04-30,-0.16961302479328635
2020-05-31,0.05698975185529597
2020-06-30,-0.05063748028882686
2020-07-31,0.07364308920726569
2020-08-31,-0.031090414268946483
2020-09-30,0.028045455944079367
2020-10-31,-0.0005621445553914799
2020-11-30,-0.23462682824457848
2020-12-31,-0.0316664419007626
2021-01-31,-0.023741962223757976
2021-02-28,-0.11239602515353644
2021-03-31,-0.06180047738377035
2021-04-30,0.020735399513451706
2021-05-31,0.010739057135504083
2021-06-30,-0.05020580724160532
2021-07-31,-0.01480821062826448
2021-08-31,0.0299883406264159
2021-09-30,0.008626615683973757
2021-10-31,0.0531779473297113
2021-11-30,-0.00304366771004865
2021-12-31,-0.05778603471503903
2022-01-31,-0.022981956123149603
2022-02-28,0.041442748422903804
2022-03-31,0.06351534505310895
2022-04-30,0.0178657663393028
2022-05-31,0.04875287838934867
2022-06-30,0.025193490481293913
2022-07-31,-0.08057432859841307
2022-08-31,0.059454352060753834
2022-09-30,0.050567149817780835
2022-10-31,0.06927394194632311
2022-11-30,-0.09722771909921646
2022-12-31,0.028801309839737343
2023-01-31,-0.17713569282093594
2023-02-28,0.006490109960420976
2023-03-31,-0.008553741105163815
2023-04-30,0.02349046257474993
2023-05-31,0.023085749674965128
2023-06-30,-0.007778348880466292
2023-07-31,-0.07184037983446834
2023-08-31,0.03534472289537888
2023-09-30,-0.0009042175545913933
2023-10-31,0.03193786137704707
2023-11-30,0.016956356686561713
2023-12-31,-0.06673322643196657
2024-01-31,0.06726457319197543
2024-02-29,0.07207532254639695
2024-03-31,-0.01965780531839987
2024-04-30,0.01068626714173249
2024-05-31,0.026571389178758786
2024-06-30,0.037244398107202537
2024-07-31,-0.05244395055449062
2024-08-31,0.04874668881891504
2024-09-30,0.002469239195136171
2024-10-31,0.014792044367338844
2024-11-30,0.055998219816609546
2024-12-31,-0.02058102782315957
