Cost_bps,AnnRet,Vol,Sharpe,MaxDD,AvgTurnover
5,-0.019138941626195782,0.11827724933056391,-0.33081498345322513,-0.6020070110187582,0.27020852452592886
10,-0.020730541725081153,0.11828217270679381,-0.3445078535064068,-0.6127903424576188,0.27020852452592886
15,-0.022319774102564915,0.11828739974721882,-0.3581986641429743,-0.623283160576779,0.27020852452592886
25,-0.025491148499552252,0.11829876465730652,-0.3855736871027325,-0.6434281783056002,0.27020852452592886
